茅台资源,https://caiji.maotaizy.cc/api.php/provide/vod/
爱蛋资源,https://lovedan.net/api.php/provide/vod/
如意资源,https://cj.rycjapi.com/api.php/provide/vod/at/json/
如意资源,https://cj.rycjapi.com/api.php/provide/vod/
电影天堂,https://caiji.dyttzyapi.com/api.php/provide/vod/
非凡资源,https://ffzy4.tv/api.php/provide/vod/
森林资源,https://slapibf.com/api.php/provide/vod
爱奇艺资源站,https://iqiyizyapi.com/api.php/provide/vod/
卧龙资源,https://collect.wolongzyw.com/api.php/provide/vod/
百度资源,https://api.apibdzy.com/api.php/provide/vod/
360资源,https://360zy.com/api.php/provide/vod/
魔都资源,https://caiji.moduapi.cc/api.php/provide/vod/
39影視,http://39kan.com/api.php/provide/vod
业余资源,https://yyff.540734621.xyz/api.php/provide/vod/
丝袜资源,http://siwazyw.cc/api.php/provide/vod
乐活影视,http://lehootv.com/api.php/provide/vod
U质资源,http://api.1080zyku.com/inc/api.php/provide/vod
U酷资源,https://api.ukuapi.com/api.php/provide/vod/
光速资源,http://api.guangsuapi.com/api.php/provide/vod/from/gsm3u8
刺桐资源,http://ys9.cttv.vip/api.php/provide/vod/
北斗星资源,http://m3u8.bdxzyapi.com/api.php/provide/vod
华为吧资源,https://hw8.live/api.php/provide/vod/
四九资源,https://49zyw.com/api.php/provide/vod/
天堂资源,http://vipmv.cc/api.php/provide/vod
天空資源,http://m3u8.tiankongapi.com/api.php/provide/vod/from/tkm3u8
天翼资源,https://www.911ysw.top/tianyi.php/provide/vod/
奇虎资源,https://caiji.qhzyapi.com/api.php/provide/vod/
奥斯卡资源网,http://aosikazy.com/api.php/provide/vod
官网资源,http://gwcms.cttv.vip/api.php/provide/vod/
小黄人资源,https://iqyi.xiaohuangrentv.com/api.php/provide/vod/
影库资源网,http://api.ykapi.net/api.php/provide/vod
快云资源,https://www.kuaiyunzy.com/api.php/provide/vod/
快看资源,https://www.kuaikan-api.com/api.php/provide/vod/
快车资源,https://caiji.kczyapi.com/api.php/provide/vod/from/kcm3u8/
探探资源,http://apittzy.com/api.php/provide/vod
海外看资源,https://haiwaikan.com/api.php/provide/vod/
火狐资源,https://hhzyapi.com/api.php/provide/vod/
熊掌资源,https://xzcjz.com/api.php/provide/vod/
豪华资源,https://hhzyapi.com/api.php/provide/vod
酷点资源,http://kudian10.com/api.php/provide/vod
量子資源,http://cj.lziapi.com/api.php/provide/vod/from/lzm3u8
量子资源,https://cj.lziapi.com/api.php/provide/vod/at/json/
量子资源,https://cj.lziapi.com/api.php/provide/vod/
開放電影,http://vod-demo.onrender.com/pubdovod.php
飘花资源,http://www.ahjiuman.com/api.php/provide/vod/at/json
飘零资源,https://p2100.net/api.php/provide/vod/
飞速资源,https://www.feisuzyapi.com/api.php/provide/vod/